Age Group,Annual Income,Education,Occupation,Leisure Travel Frequency,Business Travel Frequency,Preferred Hotel Type,Advance Booking Days,Stay Length (Nights),ADR Budget,Booking Priority,Use Price Comparison,Trust AI,Price Prediction Importance,Desired Features,Platforms Used,Booking Challenges,Booking Device,Subscription Willingness,Use Bundle Feature,Pay More for Sustainability,Refer Platform,Booking Motivation 1,Booking Motivation 2,Delayed Booking for Drop,Additional Features
45–54,2373822,Master’s Degree,Retired,Monthly or more,1–2 times a quarter,Resort Hotel,15+ days,6–10,4000–7000,Balanced,Rarely,Yes,Somewhat Important,"Hotel comparison engine, Targeted discount alerts",Others,Booking too late,Mobile App,₹0,Unsure,Only if price difference is small,Not Likely,Reviews,Location,Yes,Early check-in
55+,1645298,High School,Freelancer,Every quarter,Occasionally,No Preference,4–7 days,2,7000–10000,Balanced,Sometimes,Yes,Somewhat Important,"Targeted discount alerts, Real-time price predictions, Personalized stay duration suggestions, Hotel comparison engine","Booking.com, OYO, Airbnb","Lack of transparent pricing, Booking too late",Desktop Website,₹199,Probably Not,Only if price difference is small,Absolutely,Reviews,Reviews,No,
25–34,227601,Bachelor’s Degree,Retired,Every quarter,1–2 times a quarter,Resort Hotel,Same day,6–10,<2000,Best amenities,Always,No,Neutral,"Hotel comparison engine, Personalized stay duration suggestions","Airbnb, MakeMyTrip, Booking.com, Agoda",Poor UI/UX,Mobile App,₹0,Probably,"Yes, definitely",Maybe,Reviews,Price,Yes,
25–34,108974,Bachelor’s Degree,Working Professional,Monthly or more,1–2 times a quarter,Resort Hotel,Same day,3–5,4000–7000,Best amenities,Rarely,Yes,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts, Hotel comparison engine, Customer reviews",OYO,"Limited deals, Prices fluctuate too much, Hidden charges",Travel Agent,₹0,Probably Not,Only if price difference is small,Not Likely,Brand name,Price,Yes,Loyalty rewards
35–44,486977,Bachelor’s Degree,Freelancer,Rarely,Monthly,Resort Hotel,8–14 days,6–10,4000–7000,Best amenities,Rarely,No,Somewhat Important,"Hotel comparison engine, Customer reviews","OYO, Others","Booking too late, Limited deals, Prices fluctuate too much",Travel Agent,₹299+,Definitely,Only if price difference is small,Absolutely,Price,Brand name,No,AI chatbot
25–34,431728,Master’s Degree,Student,Every quarter,Occasionally,Resort Hotel,Same day,3–5,2000–4000,Balanced,Sometimes,Maybe,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts",OYO,"Hidden charges, Poor UI/UX, Lack of transparent pricing",Desktop Website,Depends on the savings,Unsure,No,Not Likely,Brand name,Price,Yes,AI chatbot
18–24,833331,High School,Freelancer,2–3 times a year,1–2 times a quarter,Resort Hotel,15+ days,3–5,2000–4000,Best amenities,Always,Yes,Somewhat Important,Customer reviews,"Booking.com, Airbnb","Booking too late, Poor UI/UX, Limited deals",Mobile App,Depends on the savings,Probably Not,"Yes, definitely",Not Likely,Brand name,Amenities,No,
18–24,245646,Bachelor’s Degree,Working Professional,Monthly or more,Weekly,Resort Hotel,4–7 days,6–10,4000–7000,Lowest price,Sometimes,Yes,Extremely Important,"Customer reviews, Real-time price predictions, Hotel comparison engine",Booking.com,Poor UI/UX,Travel Agent,Depends on the savings,Never,Only if price difference is small,Absolutely,Reviews,Brand name,No,Early check-in
35–44,150488,Bachelor’s Degree,Other,Once a year,1–2 times a quarter,Resort Hotel,1–3 days,6–10,7000–10000,Best amenities,Rarely,Maybe,Not Important,"Targeted discount alerts, Real-time price predictions, Personalized stay duration suggestions, Customer reviews","Booking.com, Agoda, Goibibo, Others","Booking too late, Limited deals, Poor UI/UX",Desktop Website,Depends on the savings,Never,Only if price difference is small,Maybe,Brand name,Price,Yes,
35–44,1247392,Master’s Degree,Freelancer,Once a year,Weekly,Resort Hotel,Same day,3–5,2000–4000,Balanced,Rarely,Maybe,Neutral,"Real-time price predictions, Targeted discount alerts, Personalized stay duration suggestions, Hotel comparison engine","Others, Booking.com","Prices fluctuate too much, Lack of transparent pricing",Desktop Website,₹199,Definitely,"Yes, definitely",Absolutely,Amenities,Price,No,Late check-out
18–24,317428,Master’s Degree,Retired,Rarely,Occasionally,Resort Hotel,1–3 days,2,7000–10000,Balanced,Never,No,Extremely Important,Targeted discount alerts,"MakeMyTrip, Agoda, Booking.com, OYO","Booking too late, Hidden charges, Lack of transparent pricing",Mobile App,₹99,Probably,Only if price difference is small,Absolutely,Location,Brand name,No,Loyalty rewards
25–34,615023,Bachelor’s Degree,Retired,2–3 times a year,Occasionally,City Hotel,Same day,3–5,2000–4000,Lowest price,Rarely,No,Neutral,Customer reviews,"OYO, Agoda","Hidden charges, Booking too late, Poor UI/UX",Travel Agent,₹0,Probably Not,"Yes, definitely",Absolutely,Location,Amenities,No,
25–34,796755,Bachelor’s Degree,Other,Every quarter,Occasionally,City Hotel,4–7 days,3–5,<2000,Best amenities,Rarely,Yes,Neutral,"Real-time price predictions, Personalized stay duration suggestions, Customer reviews","OYO, Goibibo, Agoda","Lack of transparent pricing, Booking too late, Prices fluctuate too much",Mobile App,₹99,Definitely,"Yes, definitely",Absolutely,Location,Brand name,No,
35–44,498373,Master’s Degree,Working Professional,Once a year,1–2 times a quarter,Resort Hotel,15+ days,2,<2000,Best amenities,Always,Yes,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine, Targeted discount alerts, Customer reviews","MakeMyTrip, Goibibo, OYO, Airbnb","Prices fluctuate too much, Limited deals, Poor UI/UX",Mobile App,₹99,Never,No,Absolutely,Reviews,Amenities,No,
Under 18,72093,Other,Business Owner,Rarely,Never,City Hotel,4–7 days,2,<2000,Lowest price,Always,No,Somewhat Important,"Real-time price predictions, Targeted discount alerts, Customer reviews","Goibibo, MakeMyTrip, Airbnb","Prices fluctuate too much, Hidden charges",Mobile App,₹99,Never,"Yes, definitely",Absolutely,Reviews,Amenities,No,
18–24,377149,Bachelor’s Degree,Retired,2–3 times a year,1–2 times a quarter,No Preference,1–3 days,6–10,2000–4000,Balanced,Never,Maybe,Extremely Important,"Targeted discount alerts, Personalized stay duration suggestions, Hotel comparison engine",Agoda,"Lack of transparent pricing, Limited deals, Poor UI/UX",Travel Agent,₹199,Never,No,Maybe,Location,Reviews,Yes,AI chatbot
45–54,347177,Master’s Degree,Student,2–3 times a year,1–2 times a quarter,City Hotel,Same day,1,2000–4000,Balanced,Never,Yes,Neutral,"Customer reviews, Real-time price predictions","Airbnb, Booking.com","Prices fluctuate too much, Poor UI/UX, Booking too late",Desktop Website,₹99,Unsure,Only if price difference is small,Not Likely,Price,Price,No,
25–34,39651,PhD or Higher,Working Professional,Rarely,Monthly,Resort Hotel,1–3 days,3–5,4000–7000,Best amenities,Never,No,Neutral,Personalized stay duration suggestions,"MakeMyTrip, Agoda, OYO, Booking.com",Booking too late,Mobile App,₹199,Unsure,"Yes, definitely",Maybe,Location,Price,Yes,Early check-in
35–44,822443,PhD or Higher,Freelancer,Rarely,Monthly,Resort Hotel,15+ days,2,4000–7000,Best amenities,Sometimes,No,Somewhat Important,Personalized stay duration suggestions,"Goibibo, Booking.com, Airbnb, OYO","Booking too late, Limited deals, Hidden charges",Mobile App,₹299+,Never,No,Absolutely,Brand name,Location,Yes,
25–34,395465,Master’s Degree,Freelancer,Every quarter,1–2 times a quarter,City Hotel,4–7 days,2,<2000,Best amenities,Sometimes,Maybe,Extremely Important,"Personalized stay duration suggestions, Real-time price predictions, Hotel comparison engine, Targeted discount alerts","OYO, Agoda","Lack of transparent pricing, Prices fluctuate too much, Booking too late",Travel Agent,₹299+,Probably,"Yes, definitely",Maybe,Location,Brand name,No,
18–24,22446,Master’s Degree,Student,Rarely,Weekly,Resort Hotel,1–3 days,1,2000–4000,Best amenities,Never,Yes,Not Important,"Customer reviews, Hotel comparison engine, Personalized stay duration suggestions, Targeted discount alerts","OYO, Others, Airbnb","Limited deals, Booking too late, Lack of transparent pricing",Mobile App,₹299+,Unsure,Only if price difference is small,Not Likely,Location,Reviews,No,Early check-in
25–34,294881,Bachelor’s Degree,Retired,Every quarter,Monthly,No Preference,1–3 days,2,2000–4000,Best amenities,Sometimes,Maybe,Neutral,"Customer reviews, Personalized stay duration suggestions","Goibibo, Agoda","Lack of transparent pricing, Hidden charges, Limited deals",Desktop Website,₹199,Probably Not,No,Maybe,Price,Price,Yes,Loyalty rewards
35–44,25635,Master’s Degree,Working Professional,Every quarter,1–2 times a quarter,No Preference,15+ days,6–10,4000–7000,Balanced,Rarely,Maybe,Extremely Important,"Customer reviews, Real-time price predictions, Hotel comparison engine, Targeted discount alerts","Goibibo, Booking.com","Prices fluctuate too much, Limited deals, Hidden charges",Mobile App,₹199,Unsure,No,Absolutely,Reviews,Location,Yes,Loyalty rewards
45–54,1986750,Bachelor’s Degree,Student,Monthly or more,Never,Resort Hotel,Same day,6–10,<2000,Balanced,Never,No,Somewhat Important,Targeted discount alerts,"Booking.com, Agoda, Others, Goibibo","Lack of transparent pricing, Booking too late",Desktop Website,₹0,Probably Not,No,Not Likely,Reviews,Reviews,No,
45–54,961338,Master’s Degree,Retired,2–3 times a year,Weekly,No Preference,1–3 days,2,<2000,Balanced,Never,No,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts","MakeMyTrip, Others","Prices fluctuate too much, Poor UI/UX, Lack of transparent pricing",Mobile App,₹99,Unsure,Only if price difference is small,Absolutely,Brand name,Amenities,Yes,
25–34,1617337,Bachelor’s Degree,Working Professional,2–3 times a year,Occasionally,No Preference,15+ days,3–5,7000–10000,Balanced,Sometimes,Maybe,Not Important,Targeted discount alerts,"Goibibo, MakeMyTrip, Agoda, Booking.com","Lack of transparent pricing, Prices fluctuate too much, Hidden charges",Mobile App,Depends on the savings,Never,No,Absolutely,Location,Price,Yes,
35–44,1512372,Master’s Degree,Freelancer,2–3 times a year,1–2 times a quarter,City Hotel,Same day,3–5,7000–10000,Lowest price,Always,Maybe,Neutral,"Targeted discount alerts, Real-time price predictions, Customer reviews","Airbnb, Others, Agoda, MakeMyTrip","Hidden charges, Booking too late, Lack of transparent pricing",Mobile App,Depends on the savings,Probably Not,Only if price difference is small,Not Likely,Amenities,Brand name,No,Loyalty rewards
25–34,621916,Master’s Degree,Working Professional,Monthly or more,1–2 times a quarter,No Preference,Same day,6–10,2000–4000,Balanced,Never,No,Not Important,"Targeted discount alerts, Real-time price predictions, Personalized stay duration suggestions, Hotel comparison engine","MakeMyTrip, Booking.com, Agoda, OYO","Lack of transparent pricing, Prices fluctuate too much",Desktop Website,₹99,Probably,Only if price difference is small,Not Likely,Brand name,Reviews,Yes,
25–34,421450,Bachelor’s Degree,Other,Every quarter,Weekly,City Hotel,4–7 days,6–10,2000–4000,Lowest price,Sometimes,Yes,Not Important,"Customer reviews, Personalized stay duration suggestions","Airbnb, Others, Booking.com","Poor UI/UX, Hidden charges, Prices fluctuate too much",Mobile App,Depends on the savings,Unsure,"Yes, definitely",Absolutely,Reviews,Location,Yes,Loyalty rewards
45–54,287234,Master’s Degree,Business Owner,Every quarter,Monthly,Resort Hotel,15+ days,3–5,2000–4000,Balanced,Sometimes,Yes,Not Important,"Targeted discount alerts, Hotel comparison engine, Customer reviews, Real-time price predictions","MakeMyTrip, Agoda, Airbnb, Booking.com","Prices fluctuate too much, Poor UI/UX",Mobile App,Depends on the savings,Unsure,Only if price difference is small,Maybe,Price,Brand name,No,Early check-in
Under 18,37944,Bachelor’s Degree,Working Professional,Rarely,Monthly,City Hotel,Same day,3–5,4000–7000,Best amenities,Always,No,Not Important,Hotel comparison engine,"Airbnb, Goibibo, Others",Poor UI/UX,Mobile App,Depends on the savings,Never,No,Not Likely,Reviews,Amenities,No,
18–24,1986360,Master’s Degree,Business Owner,Monthly or more,Monthly,Resort Hotel,4–7 days,6–10,4000–7000,Best amenities,Never,Yes,Somewhat Important,"Real-time price predictions, Customer reviews",Booking.com,"Limited deals, Lack of transparent pricing, Poor UI/UX",Desktop Website,₹199,Probably Not,No,Maybe,Reviews,Brand name,No,Late check-out
25–34,786541,Bachelor’s Degree,Working Professional,Rarely,Occasionally,Resort Hotel,8–14 days,1,<2000,Best amenities,Always,Yes,Neutral,"Hotel comparison engine, Personalized stay duration suggestions",Booking.com,"Limited deals, Booking too late",Mobile App,₹199,Never,Only if price difference is small,Maybe,Price,Location,No,
18–24,1438544,Bachelor’s Degree,Business Owner,Monthly or more,Weekly,Resort Hotel,15+ days,3–5,4000–7000,Lowest price,Rarely,Yes,Not Important,"Targeted discount alerts, Customer reviews, Real-time price predictions",Booking.com,"Limited deals, Poor UI/UX",Travel Agent,₹199,Probably Not,Only if price difference is small,Not Likely,Location,Amenities,Yes,Early check-in
25–34,368507,PhD or Higher,Other,Rarely,Weekly,Resort Hotel,8–14 days,6–10,2000–4000,Balanced,Always,Yes,Neutral,"Customer reviews, Hotel comparison engine","Others, OYO, Agoda, Airbnb","Limited deals, Booking too late",Desktop Website,₹99,Unsure,"Yes, definitely",Maybe,Location,Location,Yes,Early check-in
35–44,707985,Bachelor’s Degree,Freelancer,Once a year,Monthly,Resort Hotel,Same day,3–5,2000–4000,Balanced,Always,Yes,Somewhat Important,"Customer reviews, Hotel comparison engine, Real-time price predictions","Booking.com, Goibibo, Others","Prices fluctuate too much, Poor UI/UX",Travel Agent,₹299+,Unsure,"Yes, definitely",Not Likely,Reviews,Price,Yes,
25–34,323991,Master’s Degree,Retired,2–3 times a year,Monthly,City Hotel,15+ days,3–5,2000–4000,Lowest price,Sometimes,Yes,Somewhat Important,"Targeted discount alerts, Customer reviews, Hotel comparison engine","MakeMyTrip, OYO, Airbnb",Poor UI/UX,Mobile App,Depends on the savings,Unsure,No,Not Likely,Brand name,Location,Yes,Late check-out
45–54,142071,Bachelor’s Degree,Business Owner,2–3 times a year,Never,Resort Hotel,4–7 days,3–5,2000–4000,Lowest price,Always,No,Extremely Important,"Customer reviews, Hotel comparison engine, Personalized stay duration suggestions, Targeted discount alerts","Booking.com, Others, Goibibo, MakeMyTrip","Limited deals, Prices fluctuate too much",Desktop Website,₹0,Unsure,Only if price difference is small,Not Likely,Amenities,Brand name,Yes,Loyalty rewards
45–54,549206,Bachelor’s Degree,Other,Every quarter,Never,No Preference,Same day,2,2000–4000,Lowest price,Rarely,Maybe,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine","OYO, Booking.com",Poor UI/UX,Desktop Website,₹199,Definitely,No,Not Likely,Brand name,Price,No,
25–34,416302,Bachelor’s Degree,Business Owner,Once a year,1–2 times a quarter,No Preference,15+ days,3–5,2000–4000,Lowest price,Sometimes,Maybe,Neutral,"Real-time price predictions, Hotel comparison engine","OYO, Booking.com, Agoda, Others","Limited deals, Hidden charges, Poor UI/UX",Mobile App,₹0,Unsure,Only if price difference is small,Maybe,Brand name,Price,Yes,Loyalty rewards
25–34,345470,Master’s Degree,Freelancer,2–3 times a year,1–2 times a quarter,Resort Hotel,15+ days,3–5,2000–4000,Lowest price,Rarely,Yes,Extremely Important,"Customer reviews, Personalized stay duration suggestions","Others, Agoda","Booking too late, Hidden charges, Limited deals",Travel Agent,Depends on the savings,Unsure,No,Maybe,Reviews,Reviews,Yes,Late check-out
25–34,4539,Bachelor’s Degree,Business Owner,Every quarter,Weekly,No Preference,8–14 days,3–5,<2000,Best amenities,Always,Maybe,Not Important,"Real-time price predictions, Hotel comparison engine, Customer reviews",Agoda,"Prices fluctuate too much, Booking too late, Lack of transparent pricing",Desktop Website,₹299+,Probably Not,No,Not Likely,Reviews,Brand name,No,Early check-in
35–44,1303158,High School,Other,Once a year,Weekly,City Hotel,Same day,3–5,4000–7000,Balanced,Rarely,Maybe,Neutral,"Targeted discount alerts, Real-time price predictions, Hotel comparison engine",OYO,"Hidden charges, Limited deals, Lack of transparent pricing",Desktop Website,₹0,Unsure,No,Not Likely,Amenities,Brand name,Yes,
25–34,503058,Bachelor’s Degree,Other,2–3 times a year,Occasionally,City Hotel,4–7 days,6–10,2000–4000,Lowest price,Rarely,Maybe,Somewhat Important,"Real-time price predictions, Customer reviews",Goibibo,Lack of transparent pricing,Desktop Website,Depends on the savings,Unsure,Only if price difference is small,Not Likely,Amenities,Amenities,Yes,Loyalty rewards
35–44,194060,High School,Student,Rarely,Occasionally,Resort Hotel,4–7 days,2,<2000,Best amenities,Always,Yes,Somewhat Important,"Real-time price predictions, Targeted discount alerts, Hotel comparison engine","Agoda, Booking.com, Others","Booking too late, Hidden charges",Desktop Website,Depends on the savings,Probably Not,"Yes, definitely",Not Likely,Amenities,Location,No,
25–34,652562,Other,Freelancer,Monthly or more,Never,Resort Hotel,Same day,3–5,4000–7000,Lowest price,Always,Yes,Not Important,"Customer reviews, Hotel comparison engine, Personalized stay duration suggestions, Real-time price predictions","Airbnb, Booking.com, MakeMyTrip, Agoda",Hidden charges,Desktop Website,₹199,Unsure,"Yes, definitely",Absolutely,Reviews,Location,No,Loyalty rewards
35–44,279922,Other,Student,Once a year,1–2 times a quarter,Resort Hotel,Same day,3–5,4000–7000,Best amenities,Sometimes,No,Extremely Important,"Personalized stay duration suggestions, Real-time price predictions, Hotel comparison engine","Others, Booking.com, OYO, MakeMyTrip",Prices fluctuate too much,Mobile App,₹299+,Unsure,Only if price difference is small,Maybe,Reviews,Brand name,Yes,Loyalty rewards
25–34,327819,Bachelor’s Degree,Freelancer,Every quarter,Never,No Preference,1–3 days,3–5,7000–10000,Lowest price,Sometimes,Maybe,Neutral,"Hotel comparison engine, Real-time price predictions, Personalized stay duration suggestions, Customer reviews","Booking.com, Others, OYO",Lack of transparent pricing,Desktop Website,Depends on the savings,Never,"Yes, definitely",Maybe,Brand name,Location,No,
25–34,63066,Master’s Degree,Business Owner,Once a year,Never,No Preference,8–14 days,2,2000–4000,Balanced,Never,Maybe,Neutral,Hotel comparison engine,"Agoda, Goibibo, Others","Booking too late, Lack of transparent pricing",Travel Agent,₹299+,Definitely,No,Not Likely,Reviews,Brand name,Yes,Loyalty rewards
55+,253613,Bachelor’s Degree,Other,Every quarter,1–2 times a quarter,City Hotel,Same day,3–5,2000–4000,Lowest price,Sometimes,Maybe,Not Important,"Real-time price predictions, Hotel comparison engine, Targeted discount alerts","MakeMyTrip, Others, Airbnb, OYO","Lack of transparent pricing, Booking too late",Desktop Website,₹199,Probably Not,Only if price difference is small,Absolutely,Location,Price,Yes,Late check-out
35–44,2499478,Master’s Degree,Student,Once a year,Occasionally,No Preference,Same day,6–10,4000–7000,Lowest price,Always,Yes,Extremely Important,"Targeted discount alerts, Personalized stay duration suggestions, Real-time price predictions, Hotel comparison engine","Booking.com, OYO, Others","Booking too late, Lack of transparent pricing, Limited deals",Mobile App,₹0,Never,Only if price difference is small,Absolutely,Location,Location,No,Loyalty rewards
18–24,715662,Master’s Degree,Business Owner,Every quarter,1–2 times a quarter,City Hotel,1–3 days,3–5,4000–7000,Balanced,Rarely,Maybe,Neutral,"Hotel comparison engine, Targeted discount alerts",MakeMyTrip,"Limited deals, Lack of transparent pricing, Poor UI/UX",Mobile App,₹99,Probably,"Yes, definitely",Absolutely,Amenities,Location,Yes,Early check-in
45–54,249167,PhD or Higher,Other,2–3 times a year,Monthly,No Preference,1–3 days,6–10,2000–4000,Balanced,Rarely,Yes,Not Important,Customer reviews,"Others, Agoda, MakeMyTrip",Booking too late,Travel Agent,₹99,Probably,"Yes, definitely",Not Likely,Reviews,Brand name,No,
25–34,1253124,Bachelor’s Degree,Freelancer,Rarely,Monthly,City Hotel,15+ days,More than 10,7000–10000,Lowest price,Sometimes,Maybe,Neutral,Targeted discount alerts,"OYO, Agoda, Goibibo",Poor UI/UX,Desktop Website,₹99,Definitely,No,Absolutely,Location,Brand name,No,Late check-out
45–54,430336,Master’s Degree,Other,2–3 times a year,Monthly,Resort Hotel,4–7 days,2,<2000,Balanced,Sometimes,No,Somewhat Important,"Real-time price predictions, Personalized stay duration suggestions, Customer reviews, Targeted discount alerts",Goibibo,"Hidden charges, Prices fluctuate too much, Limited deals",Travel Agent,₹299+,Probably,Only if price difference is small,Not Likely,Brand name,Amenities,Yes,
45–54,774522,Bachelor’s Degree,Business Owner,Rarely,Weekly,No Preference,8–14 days,2,>10000,Balanced,Always,Maybe,Neutral,"Hotel comparison engine, Personalized stay duration suggestions","Goibibo, OYO, MakeMyTrip, Agoda","Prices fluctuate too much, Hidden charges, Booking too late",Travel Agent,₹99,Definitely,"Yes, definitely",Absolutely,Price,Location,Yes,Loyalty rewards
25–34,415141,Other,Student,2–3 times a year,Occasionally,City Hotel,15+ days,More than 10,7000–10000,Best amenities,Rarely,Yes,Neutral,"Personalized stay duration suggestions, Customer reviews, Real-time price predictions","MakeMyTrip, Booking.com, Goibibo","Poor UI/UX, Prices fluctuate too much, Lack of transparent pricing",Travel Agent,₹0,Probably,Only if price difference is small,Not Likely,Brand name,Reviews,No,AI chatbot
18–24,534474,High School,Student,2–3 times a year,Occasionally,No Preference,Same day,More than 10,4000–7000,Balanced,Never,Yes,Neutral,Targeted discount alerts,"OYO, Booking.com","Lack of transparent pricing, Limited deals",Travel Agent,Depends on the savings,Probably,No,Not Likely,Price,Brand name,No,Early check-in
25–34,106344,Master’s Degree,Other,Once a year,Weekly,Resort Hotel,1–3 days,1,7000–10000,Balanced,Never,Maybe,Extremely Important,"Real-time price predictions, Customer reviews","Agoda, Airbnb, MakeMyTrip","Hidden charges, Limited deals",Desktop Website,₹299+,Never,No,Maybe,Brand name,Reviews,No,
35–44,53683,Master’s Degree,Business Owner,Monthly or more,Never,City Hotel,4–7 days,1,4000–7000,Lowest price,Sometimes,No,Extremely Important,"Targeted discount alerts, Customer reviews, Hotel comparison engine","Others, MakeMyTrip","Lack of transparent pricing, Limited deals, Poor UI/UX",Mobile App,₹0,Probably,No,Not Likely,Location,Price,No,Loyalty rewards
35–44,124777,Master’s Degree,Working Professional,Every quarter,Monthly,No Preference,15+ days,2,2000–4000,Lowest price,Never,Maybe,Not Important,Real-time price predictions,"Booking.com, MakeMyTrip","Limited deals, Poor UI/UX",Mobile App,₹299+,Definitely,Only if price difference is small,Absolutely,Reviews,Price,Yes,AI chatbot
25–34,18341,Bachelor’s Degree,Freelancer,Every quarter,Monthly,No Preference,4–7 days,More than 10,2000–4000,Best amenities,Always,Maybe,Extremely Important,Real-time price predictions,"Airbnb, Others, MakeMyTrip, Booking.com",Hidden charges,Desktop Website,₹299+,Unsure,Only if price difference is small,Maybe,Price,Reviews,No,
18–24,1007840,PhD or Higher,Freelancer,Every quarter,Never,Resort Hotel,1–3 days,2,<2000,Lowest price,Never,Yes,Neutral,Real-time price predictions,"OYO, Agoda","Poor UI/UX, Booking too late, Limited deals",Travel Agent,₹299+,Unsure,Only if price difference is small,Absolutely,Reviews,Price,Yes,AI chatbot
45–54,1502479,Bachelor’s Degree,Business Owner,Rarely,1–2 times a quarter,Resort Hotel,15+ days,3–5,2000–4000,Balanced,Sometimes,Maybe,Neutral,Hotel comparison engine,"OYO, Booking.com","Limited deals, Booking too late",Desktop Website,₹199,Unsure,Only if price difference is small,Not Likely,Reviews,Reviews,No,
55+,286895,Master’s Degree,Working Professional,Every quarter,1–2 times a quarter,City Hotel,15+ days,6–10,4000–7000,Balanced,Always,Maybe,Extremely Important,"Hotel comparison engine, Real-time price predictions","Goibibo, OYO",Lack of transparent pricing,Travel Agent,Depends on the savings,Definitely,Only if price difference is small,Maybe,Location,Amenities,No,
35–44,363557,Bachelor’s Degree,Student,Every quarter,Occasionally,No Preference,4–7 days,1,2000–4000,Balanced,Rarely,No,Extremely Important,"Real-time price predictions, Personalized stay duration suggestions, Customer reviews","Goibibo, Others, MakeMyTrip","Booking too late, Lack of transparent pricing",Travel Agent,₹99,Definitely,No,Not Likely,Amenities,Amenities,Yes,
25–34,165988,Bachelor’s Degree,Retired,Once a year,Weekly,No Preference,1–3 days,3–5,2000–4000,Lowest price,Always,Yes,Neutral,"Customer reviews, Real-time price predictions, Targeted discount alerts, Personalized stay duration suggestions","Goibibo, Agoda, Airbnb",Prices fluctuate too much,Desktop Website,₹199,Unsure,No,Not Likely,Amenities,Price,Yes,
25–34,1122603,Bachelor’s Degree,Retired,2–3 times a year,Occasionally,Resort Hotel,Same day,2,4000–7000,Balanced,Sometimes,Maybe,Neutral,"Hotel comparison engine, Personalized stay duration suggestions, Customer reviews","Airbnb, Goibibo, Agoda, MakeMyTrip",Hidden charges,Desktop Website,Depends on the savings,Probably,No,Absolutely,Price,Reviews,No,Early check-in
Under 18,1115403,Bachelor’s Degree,Business Owner,Every quarter,1–2 times a quarter,Resort Hotel,15+ days,6–10,7000–10000,Balanced,Sometimes,Yes,Somewhat Important,Targeted discount alerts,"Agoda, Others","Limited deals, Prices fluctuate too much, Hidden charges",Travel Agent,₹99,Unsure,"Yes, definitely",Absolutely,Location,Reviews,Yes,Loyalty rewards
45–54,757895,Bachelor’s Degree,Working Professional,Monthly or more,Never,City Hotel,Same day,2,<2000,Best amenities,Never,Maybe,Not Important,"Real-time price predictions, Targeted discount alerts, Hotel comparison engine","Others, Booking.com, Agoda","Prices fluctuate too much, Hidden charges",Travel Agent,₹199,Probably Not,No,Absolutely,Reviews,Reviews,Yes,Loyalty rewards
18–24,344119,Bachelor’s Degree,Working Professional,Every quarter,Occasionally,No Preference,1–3 days,3–5,2000–4000,Best amenities,Never,No,Extremely Important,"Hotel comparison engine, Targeted discount alerts, Customer reviews, Real-time price predictions","Goibibo, Others, Booking.com","Booking too late, Lack of transparent pricing",Travel Agent,₹199,Definitely,Only if price difference is small,Maybe,Brand name,Price,Yes,
35–44,447179,Bachelor’s Degree,Freelancer,Rarely,Monthly,No Preference,15+ days,3–5,2000–4000,Best amenities,Rarely,Yes,Not Important,"Real-time price predictions, Personalized stay duration suggestions","Booking.com, Goibibo, Agoda",Hidden charges,Travel Agent,₹0,Probably Not,No,Absolutely,Brand name,Reviews,Yes,
25–34,201407,Master’s Degree,Student,Rarely,Monthly,City Hotel,15+ days,2,4000–7000,Lowest price,Rarely,Yes,Neutral,"Personalized stay duration suggestions, Hotel comparison engine, Real-time price predictions, Customer reviews",Airbnb,Hidden charges,Desktop Website,₹199,Probably Not,"Yes, definitely",Not Likely,Price,Brand name,No,Loyalty rewards
35–44,116013,Master’s Degree,Other,Rarely,Never,City Hotel,Same day,1,<2000,Balanced,Sometimes,Maybe,Not Important,"Customer reviews, Real-time price predictions, Targeted discount alerts, Hotel comparison engine","OYO, Others","Hidden charges, Poor UI/UX",Mobile App,₹299+,Definitely,"Yes, definitely",Maybe,Price,Reviews,Yes,
35–44,35752,High School,Working Professional,Every quarter,1–2 times a quarter,Resort Hotel,8–14 days,3–5,4000–7000,Balanced,Sometimes,Maybe,Extremely Important,Real-time price predictions,"Airbnb, Booking.com","Prices fluctuate too much, Limited deals",Mobile App,₹199,Unsure,"Yes, definitely",Absolutely,Price,Brand name,No,Early check-in
45–54,353542,Bachelor’s Degree,Other,Once a year,Monthly,Resort Hotel,Same day,2,2000–4000,Balanced,Sometimes,Yes,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine, Customer reviews","Airbnb, MakeMyTrip, Goibibo","Booking too late, Limited deals, Lack of transparent pricing",Travel Agent,₹299+,Never,"Yes, definitely",Absolutely,Location,Amenities,No,Late check-out
25–34,832683,Bachelor’s Degree,Retired,Monthly or more,Monthly,City Hotel,Same day,6–10,2000–4000,Best amenities,Rarely,Yes,Not Important,"Targeted discount alerts, Customer reviews","Goibibo, Booking.com",Poor UI/UX,Mobile App,Depends on the savings,Probably Not,"Yes, definitely",Absolutely,Brand name,Brand name,No,Early check-in
